pid,label,title-es,title-ura,type,type-es,type-ura,location,location-es,location-ura,creator,creator-es,creator-ura,description,description-es,description-ura,material,material-es,material-ura,language,source,source-es,source-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,order,layout,collection,thumbnail,full
2007.4890,Toy Boat,Barquillo de juguete,aari kaje bute kuüjünaka,Recreational artifacts,Artefactos recreativos,Artefactos recreativos,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The roughly carved boat has a flat roof supported by four posts. The two planks were originally the sides to the structure atop the boat but are not currently attached. Long green string is tied to a nail at the flat end and there is short green string at the nail at the pointed end. ""Jose Nurive Joguisto"" is handwritten in pencil on the proper left side of the boat. It is a light natural color. Late 1800s-1996.&nbsp;12.5 x 11.5 x 35 cm; 4 7/8 x 4 1/2 x 13 3/4 in","El barco detalladamente tallado tiene un techo plano sostenido por cuatro postes. Los dos tablones eran originalmente los lados de la estructura sobre el bote, pero actualmente no están unidos. Un hilo verde largo está atado a un clavo en el extremo plano y hay un hilo verde corto en el clavo en el extremo puntiagudo. ""Jose Nurive Joguisto"" está escrito a mano a lápiz en el lado izquierdo derecho de la embarcación. Es un color natural claro. Finales de 1800-1996;12,5 x 11,5 x 35 cm; 4 7/8 x 4 1/2 x 13 3/4 pulgadas","kaa bute kuüjünaka te aari kaje jaüre, bajeein, kulueriteein, jeraneein rei naüa büjüateein,inuri ke kujuiteein, kürabu ke ichujuain kujuiteein",wood|string|carving,madera|cuerda|tallado,aari,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|String|Carving|Recreational artifacts,Madera|Cuerda|Tallado|Artefactos recreativos,Madera|Cuerda|Tallado|Artefactos recreativos|aari,,,,,023,urarina_item,urarina,img/derivatives/simple/2007.4890/thumbnail.jpg,img/derivatives/simple/2007.4890/fullwidth.jpg
2007.5083,Fan,Abanico,isichana kuinaru chüjüjüain janujui,Clothing accessory,Accesorios de vestimenta,Accesorios de vestimenta,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The fan has a round woven blade. The ends of the plant fibers are gathered at one end into a handle. It is brown with lighter plant fibers around the perimeter of the blade. Late 1800s-1996.&nbsp;26 x 29 x 2 cm; 14 1/8 x 11 3/8 x 3/4 in,El abanico tiene una aspa tejida redonda. Los extremos de las fibras vegetales se juntan en un extremo en un mango. Es de color marrón con fibras vegetales más claras alrededor del perímetro de la hoja. Finales 1800-1996;26 x 29 x 2 cm; 14 1/8 x 11 3/8 x 3/4 pulgadas,"kaa isichana kuinaru te chüjüjüain küain janujuine, isichana ekune kaje, jabeekua, inurike te rülünujuine rei kuütüri, enutu faana jakuranuiniaa jaünte lanaekueri",plant fiber|weaving,fibra de planta|tejido,isichana ekune,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Weaving|Clothing accessory,Fibra de planta|Tejido|Accesorios de vestimenta,Fibra de planta|Tejido|Accesorios de vestimenta|isichana ekune,,,,,024,urarina_item,urarina,img/derivatives/simple/2007.5083/thumbnail.jpg,img/derivatives/simple/2007.5083/fullwidth.jpg
2007.5084,Fan or Flyswatter,Abanico o matamoscas,Büüe kuinaru baijiain küaiin janujui,Clothing accessory,Accesorios de vestimenta,Accesorios de vestimenta,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The hand held fan has a round woven blade. The loose ends of the fibers are gathered together into a handle bundled with dark green yarn.&nbsp;Late 1800s-1996.&nbsp;34 x 24.5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 in,"El abanico de mano tiene una hoja tejida redonda. Los extremos sueltos de las fibras se juntan en un mango atado con hilo verde oscuro. Finales de 1800-1996; 34 x 24,5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 pulgadas","El abanico de mano tiene una hoja tejida redonda. Los extremos sueltos de las fibras se juntan en un mango atado con hilo verde oscuro. Finales de 1800-1996; 34 x 24,5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 pulgadas",plant fiber|yarn|weaving|dyeing,fibra de planta|hilo|tejido|tintura,büüe ekune,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Yarn|Weaving|Dyeing|Clothing accessory,Fibra de planta|Hilo|Tejido|Tintura|Accesorios de vestimenta,Fibra de planta|Hilo|Tejido|Tintura|Accesorios de vestimenta|büüe ekune,,,,,025,urarina_item,urarina,img/derivatives/simple/2007.5084/thumbnail.jpg,img/derivatives/simple/2007.5084/fullwidth.jpg
2007.5085,Fan or Flyswatter,Abanico o matamoscas,isichana kuinaru baijiei,Clothing accessory,Accesorios de vestimenta,Accesorios de vestimenta,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The handheld fan has a round blade. The loose ends of the fibers are bundled into a handle. It is brown.&nbsp;Late 1800s-1996.&nbsp;37 x 29 x 2.5 cm; 14 9/16 x 11 3/8 x 1 in,"El abanico de mano tiene una aspa redonda. Los extremos sueltos de las fibras se agrupan en un mango. Es de color marrón; Finales de 1800-1996; 37 x 29 x 2,5 cm; 14 9/16 x 11 3/8 x 1 pulgadas.","kaa isichana kuinaru te baikain küain janujuine, isichana ekune kaje, jabeekua, inuri ke te rülünujuine rei kuütüri, inae karajaa nenaa nia jaün te biinaanete",plant fiber|weaving,fibra de planta|tejido,isichana ekune,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Weaving|Clothing accessory,Fibra de planta|Tejido|Accesorios de vestimenta,Fibra de planta|Tejido|Accesorios de vestimenta|isichana ekune,,,,,026,urarina_item,urarina,img/derivatives/simple/2007.5085/thumbnail.jpg,img/derivatives/simple/2007.5085/fullwidth.jpg
2007.5086,Fan,Abanico,risine kuinaru,Clothing accessory,Accesorios de vestimenta,Accesorios de vestimenta,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The handheld fan has a round woven blade. The loose ends are bundled into a handle, held in place with cord. Late 1800s-1996.&nbsp;48 x 36.5 x 4 cm; 18 7/8 x 14 3/8 x 1 9/16 in","El abanico de mano tiene una aspa tejida redonda. Los extremos sueltos se agrupan en un mango que se mantiene en su lugar con un cordón. Finales de 1800-1996;48 x 36,5 x 4 cm; 18 7/8 x 14 3/8 x 1 9/16 pulgadas","kaa risine kuinaru te baikain küain janujui, risine ekune kaje, jabeekua, inurike te rülünujuine rei kuütüri, sumaekua rei kulu",plant fiber|cord|weaving,fibra de planta|cuerda|tejido,risine kuinaru,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Cord|Weaving|Clothing accessory,Fibra de planta|Cuerda|Tejido|Accesorios de vestimenta,Fibra de planta|Cuerda|Tejido|Accesorios de vestimenta|risine kuinaru,,,,,027,urarina_item,urarina,img/derivatives/simple/2007.5086/thumbnail.jpg,img/derivatives/simple/2007.5086/fullwidth.jpg
2007.5091,Sifter,Cedazo,eeü,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The flat square tray has a bundle of fibers around each edge. The bottom portion is woven from light and dark fibers, giving a striped effect. The edges are bundles of fibers held in place with plant fiber strings. It was used to sift foreign matter from casava when making beer. Late 1800s-2007.&nbsp;50 x 47 x 6 cm; 19 5/8 x 18 1/2 x 2 3/8 in","La bandeja cuadrada plana tiene un manojo de fibras alrededor de cada borde. La parte inferior está tejida con fibras claras y oscuras, lo que le da un efecto de rayas. Los bordes son haces de fibras sujetas con hilos de fibras vegetales. Se usaba para tamizar materias extrañas de la yuca al hacer cerveza. Finales 1800-2007; 50 x 47 x 6 cm; 19 5/8 x 18 1/2 x 2 3/8 pulgadas","kaa eü te janujuine ünaae kalaui alu feru kari kaje, enue ke aüa teein, inuri ke ichujuani. Akate nelate, barüane aauraneein",Possibly tomishi fiber|palm leaf fiber|weaving,Posiblemente fibra de tomichi|fibra de hoja de palma|tejido,ünae kalaui alu feru kari|inuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Possibly tomishi fiber|Palm leaf fiber|Weaving|Culinary equipment,Posiblemente fibra de tomichi|Fibra de hoja de palma|Tejido|Objetos culinarios,"Posiblemente fibra de tomichi|Fibra de hoja de palma|Tejido|Objetos culinarios|ünae kalaui alu feru kari, inuri",,,,,028,urarina_item,urarina,img/derivatives/simple/2007.5091/thumbnail.jpg,img/derivatives/simple/2007.5091/fullwidth.jpg
2007.5092,Sifter,Cedazo,eeü baijei,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The flat square tray's bottom is woven from light natural and light brown fibers in a diagonal pattern. The edges are bundled fibers held in place with plant fiber cords. There is a braided plant fiber cord handle at one corner. It was used to sift foreign matter from cassava when making beer. Late 1800s-2007.&nbsp;46 x 41 x 4 cm; 18 1/8 x 16 1/8 x 1 9/16 in,El fondo de la bandeja cuadrada plana está tejido con fibras naturales claras y marrón claro en un patrón diagonal. Los bordes son fibras agrupadas sujetas con cuerdas de fibras vegetales. Hay un asa de cordón de fibra vegetal trenzada en una esquina. Se usaba para tamizar materias extrañas de la yuca al hacer cerveza. Finales 1800-2007;46 x 41 x 4 cm; 18 1/8 x 16 1/8 x 1 9/16 pulgadas,"kaa eü te baijiai janujuine ünaae kalaui alu feru kari kaje, enue ke aüa teein, inuri ke ichujuani. Akate nelate, barüane aauraneein",Possibly tomishi fiber|palm leaf fiber|weaving|braiding,Posiblemente fibra de tomichi|fibra de hoja de palma|tejido|trenzado,eeü baijei,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Possibly tomishi fiber|Palm leaf fiber|Weaving|Braiding|Culinary equipment,Posiblemente fibra de tomichi|Fibra de hoja de palma|Tejido|Trenzado|Objetos culinarios,Posiblemente fibra de tomichi|Fibra de hoja de palma|Tejido|Trenzado|Objetos culinarios|eeü baijei,,,,,029,urarina_item,urarina,img/derivatives/simple/2007.5092/thumbnail.jpg,img/derivatives/simple/2007.5092/fullwidth.jpg
2007.5093,Mat,Tapete,risine kaje ela tinujui,Covering,Coberturas,Coberturas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The large rectangular mat was apparently woven in two long strips with a seam down the middle. The light natural and brown stripes alternate. There are thin dark brown stripes between. Late 1800s-1996.&nbsp;198 x 120 cm; 77 15/16 x 47 1/4 in,<p>La alfombra rectangular aparentemente estaba tejida en dos tiras largas con una costura en el medio. Las rayas claras naturales y marrones se alternan. Hay finas rayas de color marrón oscuro enmedio. Finales 1800-1996;198 x 120 cm; 77 15/16 x 47 1/4 pulgadas,"kaa ela te tinujuinein küain janujuine, risine kaje, nichata kulujuen teein, lanaji, sumaji chaaen jichujui naujuai ke, etake jelakain te tukuunujuine",plant fiber|weaving,fibra de planta|tejido,risine|aune,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Weaving|Covering,Fibra de planta|Tejido|Coberturas,Fibra de planta|Tejido|Coberturas|risine|aune,,,,,030,urarina_item,urarina,img/derivatives/simple/2007.5093/thumbnail.jpg,img/derivatives/simple/2007.5093/fullwidth.jpg
2007.5094,Mat,Tapete,ela le jerajei,Covering,Coberturas,Coberturas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The long, thin rectangular mat has light natural colored stripes alternating with brown stripes. There are thin dark brown stripes between. Late 1800s-1996.&nbsp;176 x 72.5 cm; 69 1/4 x 28 1/2 in","La alfombra rectangular larga y delgada tiene rayas de colores naturales claros que se alternan con rayas marrones. Hay finas rayas de color marrón oscuro en el medio. Finales de 1800-1996; 176 x 72,5 cm; 69 1/4 x 28 1/2 pulgadas","kaa ela te jaiti le jerajeein janujuine, risine kaje, nichate kulujuen teein, lanaji, sumaji chaaen jichujui naujuain",plant fiber|weaving,fibra de planta|tejido,alasine|aune,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Weaving|Covering,Fibra de planta|Tejido|Coberturas,Fibra de planta|Tejido|Coberturas|alasine|aune,,,,,031,urarina_item,urarina,img/derivatives/simple/2007.5094/thumbnail.jpg,img/derivatives/simple/2007.5094/fullwidth.jpg
2007.5095,Mat,Tapete,risine bela le jerajei,Covering,Coberturas,Coberturas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido," The rectangular mat has light and brown natural stripes. There is a pink stripe instead of brown and two stripes that are pink and brown. The thin dark brown stripes separate the others.  Late 1800s-1996.;140 x 44,5 cm; 55 1/8 x 17 1/2 pulgadas ","La alfombra rectangular tiene rayas naturales claras y marrones. Hay una franja rosa en lugar de marrón y dos franjas que son rosa y marrón. Las finas rayas de color marrón oscuro separan a los demás. Finales de 1800-1996.;140 x 44,5 cm; 55 1/8 x 17 1/2 pulgadas","kaa ela te jaiti le jerajeein janujuine, alasine kaje, nichate kulujuen teein, lanaji, sumaji chaaen jichujui naujuain",,fibra de planta|tejido|tintura,risine ekune,,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Weaving|Covering,Fibra de planta|Tejido|Tintura|Coberturas,Fibra de planta|Tejido|Tintura|Coberturas|risine ekune,,,,,032,urarina_item,urarina,img/derivatives/simple/2007.5095/thumbnail.jpg,img/derivatives/simple/2007.5095/fullwidth.jpg
2007.5096,Mat,Tapete,sie bela,Covering,Coberturas,Coberturas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The large rectangular mat was woven into two pieces and sewn together. It has natural light stripes and brown stripes with thin dark brown stripes in the middle. Each panel has a light blue stripe down the center with a thin red stripe along the side edge. Late 1800-1996;191 x 113 cm; 75 3/16 x 44 1/2 inch,La estera rectangular grande se tejió en dos tiras y se cosieron juntas. Tiene rayas naturales claras y rayas marrones con finas rayas marrones oscuras en el medio. Cada panel tiene una franja azul claro en el centro con una delgada franja roja a lo largo del borde lateral. Finales 1800-1996;191 x 113 cm; 75 3/16 x 44 1/2 pulgadas,"kaa sie bela te janujuine, sie, risine naujui kaje, nichata kulujuen teein, lanaji, sumaji chaaen jichujui naujuain, etake jelakain te tukuunujuine",,fibra de planta|hilo|tejido|tintura,sie,,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber| Yarn| Fabric| Dye| Coverage,Fibra de planta|Hilo|Tejido|Tintura|Coberturas,Fibra de planta|Hilo|Tejido|Tintura|Coberturas|sie,,,,,033,urarina_item,urarina,img/derivatives/simple/2007.5096/thumbnail.jpg,img/derivatives/simple/2007.5096/fullwidth.jpg
2007.5097,Rope,Cuerda,Ameku,Tool,Herramientas,Herramientas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The length of rope was made from braided plant fiber. One end has a knot, the other has a small loop. It is brown. Late 1800s-2002.&nbsp;426 cm; 167 11/16 in","La longitud de la cuerda estaba hecha de fibra vegetal trenzada. Un extremo tiene un nudo, el otro tiene un pequeño lazo. Es marrón. Finales de 1800-2002;426 cm; 167 11/16 pulgadas","kaa ameku te janujuine risine kaje, jerekürüane kaanejein, ke rautujuen nichujuain rane jaürüane kuina",plant fiber|braiding,fibra de planta|trenzado,alasine|risine,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Braiding|Tools,Fibra de planta|Trenzado|Herramientas,alasine|risine|Fibra de planta|Trenzado|Herramientas,,,,,034,urarina_item,urarina,img/derivatives/simple/2007.5097/thumbnail.jpg,img/derivatives/simple/2007.5097/fullwidth.jpg
2007.5098,Spoon,Cuchara,kushara aküenu kuütüri,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden spoon has a relatively large oval shaped bowl. It has a straight handle. It was made from a light natural colored wood. Late 1800s-1996.&nbsp;31 x 7.5 x 3 cm; 12 3/16 x 2 15/16 x 1 1/8 in,"La cuchara de madera tiene un cuenco de forma ovalada relativamente grande. Tiene un mango recto. Estaba hecho de una madera clara de color natural. Finales de 1800-1996; 31 x 7,5 x 3 cm; 12 3/16 x 2 15/16 x 1 1/8 pulgadas","kaa kushara aküenu kuütüri te janujuine akii enüa kaje, aküenu kuütüri rijicha, mükünaanaja siria, reraeku suin ranaaja jelai siria.",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,035,urarina_item,urarina,img/derivatives/simple/2007.5098/thumbnail.jpg,img/derivatives/simple/2007.5098/fullwidth.jpg
2007.5099,Spoon,Cuchara,kushara aküenu kuütüri,Culinary equipment,Objetos culinarios,Objetos culinarios," Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The wooden spoon has a shallow oval bowl. It has a short, straight handle. It is dark brown. Late 1800s-1996.&nbsp;22 x 6 x 2.5 cm; 8 5/8 x 2 3/8 x 1 in","La cuchara de madera tiene un cuenco ovalado poco profundo. Tiene un mango corto y recto. Es marrón oscuro. Finales de 1800-1996; 22 x 6 x 2,5 cm; 8 5/8 x 2 3/8 x 1 pulgadas.","kaa kushara aküenu kuütüri te janujuine akii enüa kaje, aküenu kuütüri rijicha, mükünaanaja siria, reraeku suin ranaaja jelai siria",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,036,urarina_item,urarina,img/derivatives/simple/2007.5099/thumbnail.jpg,img/derivatives/simple/2007.5099/fullwidth.jpg
2007.5100,Spoon,Cuchara,kushara asisi uütüri,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden spoon has a round bowl and a short handle. It has a trapezoid shape at the end of the handle. It is a light natural color. Late 1800s-1996.&nbsp;17.5 x 5 x 2 cm; 6 7/8 x 1 15/16 x 3/4 in,"La cuchara de madera tiene un cuenco redondo y un mango corto. Tiene forma trapezoidal al final del mango. Es un color natural claro. Finales de 1800-1996;17,5 x 5 x 2 cm; 6 7/8 x 1 15/16 x 3/4 pulgadas","kaa kushara asisi kuütüri te janujuine akii enüa kaje, asisi kuütüri rijiicha, mükünaanaja siria, reraeku suin ranaaja jelai siria.",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,037,urarina_item,urarina,img/derivatives/simple/2007.5100/thumbnail.jpg,img/derivatives/simple/2007.5100/fullwidth.jpg
2007.5101,Spoon,Cuchara,akii enüa kukushara,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden spoon has a round bowl and a straight handle. There is a groove at the junction between the handle and the bowl. It is dark brown. Late 1800s-1996.&nbsp;22.5 x 6.5 x 2.5 cm; 8 7/8 x 2 1/2 x 1 in,"La cuchara de madera tiene un cuenco redondo y un mango recto. Hay una ranura en la unión entre el mango y el recipiente. Es marrón oscuro. Finales de 1800-1996; 22,5 x 6,5 x 2,5 cm; 8 7/8 x 2 1/2 x 1 pulgadas","kaa kushara te janujuine akii enüa kaje, mükünaanaja siria, reraeku suin ranaaja jelai siria, inae biinaanetua jaünte jichujue",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,038,urarina_item,urarina,img/derivatives/simple/2007.5101/thumbnail.jpg,img/derivatives/simple/2007.5101/fullwidth.jpg
2007.5102,Spoon,Cuchara,anuria kujuekuru,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The large wooden spoon has a shallow, round bowl and a straight handle. There is a trapezoid and triangles at the end of the handle. There is a groove at the joint with the bowl. Late 1800s-1996.&nbsp;48 x 9 x 3 cm; 18 7/8 x 3 1/2 x 1 1/8 in",La cuchara grande de madera tiene un recipiente redondo y poco profundo y un mango recto. Hay un trapezoide y triángulos al final del mango. Hay una ranura en la unión con el cuenco. Finales 1800-1996;48 x 9 x 3 cm; 18 7/8 x 3 1/2 x 1 1/8 pulgadas,"kaa jekuru te janujuine anuria kaje, mükünaanaja siria karatiin, jaree janaaja neinte nelate jabeekua re kuütüri, jaree suin ranaaja jelai siria",wood|carving,madera|tallado,anuria,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|anuria,,,,,039,urarina_item,urarina,img/derivatives/simple/2007.5102/thumbnail.jpg,img/derivatives/simple/2007.5102/fullwidth.jpg
2007.5103,Spoon,Cuchara,naabaja kujuekuru,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden spoon has a large round bowl. It has a relatively short straight handle. There is a narrow trapezoid at the end of the handle. It is dark brown. Late 1800s-1996.&nbsp;32.5 x 10.5 x 2.5 cm; 12 3/4 x 4 1/8 x 1 in,"La cuchara de madera tiene un cuenco grande y redondo. Tiene un mango recto relativamente corto. Hay un trapezoide estrecho al final del mango. Es marrón oscuro. Finales de 1800-1996; 32,5 x 10,5 x 2,5 cm; 12 3/4 x 4 1/8 x 1 pulgadas.","kaa jekuru te janujuine naabaja kaje, mükünaanaja siria sharuturaeriin, laanu tütüin barüe janaaja neinte nelate, jabeekua rei kuütüri jarauti küanekiin, melaekiin",wood|carving,madera|tallado,naabaja,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|naabaja,,,,,040,urarina_item,urarina,img/derivatives/simple/2007.5103/thumbnail.jpg,img/derivatives/simple/2007.5103/fullwidth.jpg
2007.5104,Spoon,Cuchara,ubale lakünaanaja jekuru,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wood spoon has a round bowl and a triangle at the end of the handle. It is dark brown. Late 1800s-1996.&nbsp;36 x 6 x 2.5 cm; 14 1/8 x 2 3/8 x 1 in,"La cuchara de madera tiene un cuenco redondo y un triángulo al final del mango. Es marrón oscuro. Finales de 1800-1996; 36 x 6 x 2,5 cm; 14 1/8 x 2 3/8 x 1 pulgadas.","kaa jekuru te janujuine akii enüa kaje, mükünaanaja siria karatiin, reraeku lakünaaja neinte nelate, tuchaekua rei kuütüri, melaeki künekiin",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,041,urarina_item,urarina,img/derivatives/simple/2007.5104/thumbnail.jpg,img/derivatives/simple/2007.5104/fullwidth.jpg
2007.5105,Spoon,Cuchara,barüe tütünaanaja jekuru,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The large wooden spoon has a round, shallow bowl and a straight handle. It is dark brown. Late 1800s-1996.&nbsp;47 x 11 x 3 cm; 18 1/2 x 4 5/16 x 1 1/8 in",La cuchara grande de madera tiene un recipiente redondo y poco profundo y un mango recto. Es marrón oscuro. Finales 1800-1996;47 x 11 x 3 cm; 18 1/2 x 4 5/16 x 1 1/8 pulgadas,"kaa jekuru te janujuine naabaja kaje, mükünaanaja siria karatiin, laanu tütüin barüe janaaja neinte nelate, tuchaekueria rei kuütüri jarauti küanekiin, melaekiin",wood|carving,madera|tallado,akii enüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|akii enüa,,,,,042,urarina_item,urarina,img/derivatives/simple/2007.5105/thumbnail.jpg,img/derivatives/simple/2007.5105/fullwidth.jpg
