objectid,title,title-es,title-ura,type,type-es,type-ura,description,description-es,description-ura,material,material-es,material-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,location,location-es,location-ura,creator,creator-es,creator-ura,language,source,source-es,source-ura
2007.5083,isichana kuinaru chüjüjüain janujui,,,Accesorios de vestimenta,,,"<p>kaa isichana kuinaru te chüjüjüain küain janujuine, isichana ekune kaje, jabeekua, inurike te rülünujuine rei kuütüri, enutu faana jakuranuiniaa jaünte lanaekueri</p>",,,isichana ekune,,,Fibra de planta;Tejido;Accesorios de vestimenta;isichana ekune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5083,Abanico,,,Accesorios de vestimenta,,,<p>El abanico tiene una aspa tejida redonda. Los extremos de las fibras vegetales se juntan en un extremo en un mango. Es de color marrón con fibras vegetales más claras alrededor del perímetro de la hoja. Finales 1800-1996;26 x 29 x 2 cm; 14 1/8 x 11 3/8 x 3/4 pulgadas</p>,,,fibra de planta;tejido,,,Fibra de planta;Tejido;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5084,Fan or Flyswatter,,,Clothing accessory,,,<p>The hand held fan has a round woven blade. The loose ends of the fibers are gathered together into a handle bundled with dark green yarn.&nbsp;Late 1800s-1996.&nbsp;34 x 24.5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 in</p>,,,plant fiber;yarn;weaving;dyeing,,,Plant fiber;Yarn;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5084,Büüe kuinaru baijiain küaiin janujui,,,Accesorios de vestimenta,,,"<p>El abanico de mano tiene una hoja tejida redonda. Los extremos sueltos de las fibras se juntan en un mango atado con hilo verde oscuro. Finales de 1800-1996; 34 x 24,5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 pulgadas</p>",,,büüe ekune,,,Fibra de planta;Hilo;Tejido;Tintura;Accesorios de vestimenta;büüe ekune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5084,Abanico o matamoscas,,,Accesorios de vestimenta,,,"<p>El abanico de mano tiene una hoja tejida redonda. Los extremos sueltos de las fibras se juntan en un mango atado con hilo verde oscuro. Finales de 1800-1996; 34 x 24,5 x 2 cm; 13 3/8 x 9 5/8 x 3/4 pulgadas</p>",,,fibra de planta;hilo;tejido;tintura,,,Fibra de planta;Hilo;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5085,isichana kuinaru baijiei,,,Accesorios de vestimenta,,,"<p>kaa isichana kuinaru te baikain küain janujuine, isichana ekune kaje, jabeekua, inuri ke te rülünujuine rei kuütüri, inae karajaa nenaa nia jaün te biinaanete</p>",,,isichana ekune,,,Fibra de planta;Tejido;Accesorios de vestimenta;isichana ekune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5085,Fan or Flyswatter,,,Clothing accessory,,,<p>The handheld fan has a round blade. The loose ends of the fibers are bundled into a handle. It is brown.&nbsp;Late 1800s-1996.&nbsp;37 x 29 x 2.5 cm; 14 9/16 x 11 3/8 x 1 in</p>,,,plant fiber;weaving,,,Plant fiber;Weaving;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5085,Abanico o matamoscas,,,Accesorios de vestimenta,,,"<p>El abanico de mano tiene una aspa redonda. Los extremos sueltos de las fibras se agrupan en un mango. Es de color marrón; Finales de 1800-1996; 37 x 29 x 2,5 cm; 14 9/16 x 11 3/8 x 1 pulgadas.</p>",,,fibra de planta;tejido,,,Fibra de planta;Tejido;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5086,risine kuinaru,,,Accesorios de vestimenta,,,"<p>kaa risine kuinaru te baikain küain janujui, risine ekune kaje, jabeekua, inurike te rülünujuine rei kuütüri, sumaekua rei kulu</p>",,,risine kuinaru,,,Fibra de planta;Cuerda;Tejido;Accesorios de vestimenta;risine kuinaru,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5086,Fan,,,Clothing accessory,,,"<p>The handheld fan has a round woven blade. The loose ends are bundled into a handle, held in place with cord. Late 1800s-1996.&nbsp;48 x 36.5 x 4 cm; 18 7/8 x 14 3/8 x 1 9/16 in</p>",,,plant fiber;cord;weaving,,,Plant fiber;Cord;Weaving;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5086,Abanico,,,Accesorios de vestimenta,,,"<p>El abanico de mano tiene una aspa tejida redonda. Los extremos sueltos se agrupan en un mango que se mantiene en su lugar con un cordón. Finales de 1800-1996;48 x 36,5 x 4 cm; 18 7/8 x 14 3/8 x 1 9/16 pulgadas</p>",,,fibra de planta;cuerda;tejido,,,Fibra de planta;Cuerda;Tejido;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5091,eeü,,,Objetos culinarios,,,"<p>kaa eü te janujuine ünaae kalaui alu feru kari kaje, enue ke aüa teein, inuri ke ichujuani. Akate nelate, barüane aauraneein</p>",,,ünae kalaui alu feru kari;inuri,,,"Posiblemente fibra de tomichi;Fibra de hoja de palma;Tejido;Objetos culinarios;ünae kalaui alu feru kari, inuri",,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5091,Sifter,,,Culinary equipment,,,"<p>The flat square tray has a bundle of fibers around each edge. The bottom portion is woven from light and dark fibers, giving a striped effect. The edges are bundles of fibers held in place with plant fiber strings. It was used to sift foreign matter from casava when making beer. Late 1800s-2007.&nbsp;50 x 47 x 6 cm; 19 5/8 x 18 1/2 x 2 3/8 in</p>",,,Possibly tomishi fiber;palm leaf fiber;weaving,,,Possibly tomishi fiber;Palm leaf fiber;Weaving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5091,Cedazo,,,Objetos culinarios,,,"<p>La bandeja cuadrada plana tiene un manojo de fibras alrededor de cada borde. La parte inferior está tejida con fibras claras y oscuras, lo que le da un efecto de rayas. Los bordes son haces de fibras sujetas con hilos de fibras vegetales. Se usaba para tamizar materias extrañas de la yuca al hacer cerveza. Finales 1800-2007; 50 x 47 x 6 cm; 19 5/8 x 18 1/2 x 2 3/8 pulgadas</p>",,,Posiblemente fibra de tomichi;fibra de hoja de palma;tejido,,,Posiblemente fibra de tomichi;Fibra de hoja de palma;Tejido;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5092,eeü baijei,,,Objetos culinarios,,,"<p>kaa eü te baijiai janujuine ünaae kalaui alu feru kari kaje, enue ke aüa teein, inuri ke ichujuani. Akate nelate, barüane aauraneein</p>",,,eeü baijei,,,Posiblemente fibra de tomichi;Fibra de hoja de palma;Tejido;Trenzado;Objetos culinarios;eeü baijei,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5092,Sifter,,,Culinary equipment,,,<p>The flat square tray's bottom is woven from light natural and light brown fibers in a diagonal pattern. The edges are bundled fibers held in place with plant fiber cords. There is a braided plant fiber cord handle at one corner. It was used to sift foreign matter from cassava when making beer. Late 1800s-2007.&nbsp;46 x 41 x 4 cm; 18 1/8 x 16 1/8 x 1 9/16 in</p>,,,Possibly tomishi fiber;palm leaf fiber;weaving;braiding,,,Possibly tomishi fiber;Palm leaf fiber;Weaving;Braiding;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5092,Cedazo,,,Objetos culinarios,,,<p>El fondo de la bandeja cuadrada plana está tejido con fibras naturales claras y marrón claro en un patrón diagonal. Los bordes son fibras agrupadas sujetas con cuerdas de fibras vegetales. Hay un asa de cordón de fibra vegetal trenzada en una esquina. Se usaba para tamizar materias extrañas de la yuca al hacer cerveza. Finales 1800-2007;46 x 41 x 4 cm; 18 1/8 x 16 1/8 x 1 9/16 pulgadas</p>,,,Posiblemente fibra de tomichi;fibra de hoja de palma;tejido;trenzado,,,Posiblemente fibra de tomichi;Fibra de hoja de palma;Tejido;Trenzado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5093,risine kaje ela tinujui,,,Coberturas,,,"<p>kaa ela te tinujuinein küain janujuine, risine kaje, nichata kulujuen teein, lanaji, sumaji chaaen jichujui naujuai ke, etake jelakain te tukuunujuine</p>",,,"risine, aune",,,Fibra de planta;Tejido;Coberturas;risine;aune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5093,Mat,,,Covering,,,<p>The large rectangular mat was apparently woven in two long strips with a seam down the middle. The light natural and brown stripes alternate. There are thin dark brown stripes between. Late 1800s-1996.&nbsp;198 x 120 cm; 77 15/16 x 47 1/4 in</p>,,,plant fiber;weaving,,,Plant fiber;Weaving;Covering,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5093,Tapete,,,Coberturas,,,<p>La alfombra rectangular aparentemente estaba tejida en dos tiras largas con una costura en el medio. Las rayas claras naturales y marrones se alternan. Hay finas rayas de color marrón oscuro enmedio. Finales 1800-1996;198 x 120 cm; 77 15/16 x 47 1/4 pulgadas</p>,,,fibra de planta;tejido,,,Fibra de planta;Tejido;Coberturas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5094,ela le jerajei,,,Coberturas,,,"<p>kaa ela te jaiti le jerajeein janujuine, risine kaje, nichate kulujuen teein, lanaji, sumaji chaaen jichujui naujuain</p>",,,alasine;aune,,,Fibra de planta;Tejido;Coberturas;alasine;aune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5094,Mat,,,Covering,,,"<p>The long, thin rectangular mat has light natural colored stripes alternating with brown stripes. There are thin dark brown stripes between. Late 1800s-1996.&nbsp;176 x 72.5 cm; 69 1/4 x 28 1/2 in</p>",,,plant fiber;weaving,,,Plant fiber;Weaving;Covering,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5094,Tapete,,,Coberturas,,,"<p>La alfombra rectangular larga y delgada tiene rayas de colores naturales claros que se alternan con rayas marrones. Hay finas rayas de color marrón oscuro en el medio. Finales de 1800-1996; 176 x 72,5 cm; 69 1/4 x 28 1/2 pulgadas</p>",,,fibra de planta;tejido,,,Fibra de planta;Tejido;Coberturas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5095,risine bela le jerajei,,,Coberturas,,,"<p>kaa ela te jaiti le jerajeein janujuine, alasine kaje, nichate kulujuen teein, lanaji, sumaji chaaen jichujui naujuain</p>",,,risine ekune,,,Fibra de planta;Tejido;Tintura;Coberturas;risine ekune,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5095,Tapete,,,Coberturas,,,"<p>La alfombra rectangular tiene rayas naturales claras y marrones. Hay una franja rosa en lugar de marrón y dos franjas que son rosa y marrón. Las finas rayas de color marrón oscuro separan a los demás. Finales de 1800-1996.;140 x 44,5 cm; 55 1/8 x 17 1/2 pulgadas</p>",,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Coberturas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5096,sie bela,,,Coberturas,,,"<p>kaa sie bela te janujuine, sie, risine naujui kaje, nichata kulujuen teein, lanaji, sumaji chaaen jichujui naujuain, etake jelakain te tukuunujuine</p>",,,sie,,,Fibra de planta;Hilo;Tejido;Tintura;Coberturas;sie,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5096,Tapete,,,Coberturas,,,<p>La estera rectangular grande se tejió en dos tiras y se cosieron juntas. Tiene rayas naturales claras y rayas marrones con finas rayas marrones oscuras en el medio. Cada panel tiene una franja azul claro en el centro con una delgada franja roja a lo largo del borde lateral. Finales 1800-1996;191 x 113 cm; 75 3/16 x 44 1/2 pulgadas</p>,,,fibra de planta;hilo;tejido;tintura,,,Fibra de planta;Hilo;Tejido;Tintura;Coberturas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5097,Ameku,,,Herramientas,,,"<p>kaa ameku te janujuine risine kaje, jerekürüane kaanejein, ke rautujuen nichujuain rane jaürüane kuina</p>",,,"alasine, risine",,,alasine;risine;Fibra de planta;Trenzado;Herramientas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5097,Rope,,,Tool,,,"<p>The length of rope was made from braided plant fiber. One end has a knot, the other has a small loop. It is brown. Late 1800s-2002.&nbsp;426 cm; 167 11/16 in</p>",,,plant fiber;braiding,,,Plant fiber;Braiding;Tools,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5097,Cuerda,,,Herramientas,,,"<p>La longitud de la cuerda estaba hecha de fibra vegetal trenzada. Un extremo tiene un nudo, el otro tiene un pequeño lazo. Es marrón. Finales de 1800-2002;426 cm; 167 11/16 pulgadas</p>",,,fibra de planta;trenzado,,,Fibra de planta;Trenzado;Herramientas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5098,Spoon,,,Culinary equipment,,,<p>The wooden spoon has a relatively large oval shaped bowl. It has a straight handle. It was made from a light natural colored wood. Late 1800s-1996.&nbsp;31 x 7.5 x 3 cm; 12 3/16 x 2 15/16 x 1 1/8 in</p>,,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5098,kushara aküenu kuütüri,,,Objetos culinarios,,,"<p>kaa kushara aküenu kuütüri te janujuine akii enüa kaje, aküenu kuütüri rijicha, mükünaanaja siria, reraeku suin ranaaja jelai siria.</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5098,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco de forma ovalada relativamente grande. Tiene un mango recto. Estaba hecho de una madera clara de color natural. Finales de 1800-1996; 31 x 7,5 x 3 cm; 12 3/16 x 2 15/16 x 1 1/8 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5099,kushara aküenu kuütüri,,,Objetos culinarios,,,"<p>kaa kushara aküenu kuütüri te janujuine akii enüa kaje, aküenu kuütüri rijicha, mükünaanaja siria, reraeku suin ranaaja jelai siria</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5099,Spoon,,,Culinary equipment,,,"<p>The wooden spoon has a shallow oval bowl. It has a short, straight handle. It is dark brown. Late 1800s-1996.&nbsp;22 x 6 x 2.5 cm; 8 5/8 x 2 3/8 x 1 in</p>",,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5099,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco ovalado poco profundo. Tiene un mango corto y recto. Es marrón oscuro. Finales de 1800-1996; 22 x 6 x 2,5 cm; 8 5/8 x 2 3/8 x 1 pulgadas.</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.51,kushara asisi uütüri,,,Objetos culinarios,,,"<p>kaa kushara asisi kuütüri te janujuine akii enüa kaje, asisi kuütüri rijiicha, mükünaanaja siria, reraeku suin ranaaja jelai siria.</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.51,Spoon,,,Culinary equipment,,,<p>The wooden spoon has a round bowl and a short handle. It has a trapezoid shape at the end of the handle. It is a light natural color. Late 1800s-1996.&nbsp;17.5 x 5 x 2 cm; 6 7/8 x 1 15/16 x 3/4 in</p>,,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.51,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco redondo y un mango corto. Tiene forma trapezoidal al final del mango. Es un color natural claro. Finales de 1800-1996;17,5 x 5 x 2 cm; 6 7/8 x 1 15/16 x 3/4 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5101,Spoon,,,Culinary equipment,,,<p>The wooden spoon has a round bowl and a straight handle. There is a groove at the junction between the handle and the bowl. It is dark brown. Late 1800s-1996.&nbsp;22.5 x 6.5 x 2.5 cm; 8 7/8 x 2 1/2 x 1 in</p>,,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5101,akii enüa kukushara,,,Objetos culinarios,,,"<p>kaa kushara te janujuine akii enüa kaje, mükünaanaja siria, reraeku suin ranaaja jelai siria, inae biinaanetua jaünte jichujue</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5101,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco redondo y un mango recto. Hay una ranura en la unión entre el mango y el recipiente. Es marrón oscuro. Finales de 1800-1996; 22,5 x 6,5 x 2,5 cm; 8 7/8 x 2 1/2 x 1 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5102,Spoon,,,Culinary equipment,,,"<p>The large wooden spoon has a shallow, round bowl and a straight handle. There is a trapezoid and triangles at the end of the handle. There is a groove at the joint with the bowl. Late 1800s-1996.&nbsp;48 x 9 x 3 cm; 18 7/8 x 3 1/2 x 1 1/8 in</p>",,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5102,anuria kujuekuru,,,Objetos culinarios,,,"<p>kaa jekuru te janujuine anuria kaje, mükünaanaja siria karatiin, jaree janaaja neinte nelate jabeekua re kuütüri, jaree suin ranaaja jelai siria</p>",,,anuria,,,Madera;Tallado;Objetos culinarios;anuria,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5102,Cuchara,,,Objetos culinarios,,,<p>La cuchara grande de madera tiene un recipiente redondo y poco profundo y un mango recto. Hay un trapezoide y triángulos al final del mango. Hay una ranura en la unión con el cuenco. Finales 1800-1996;48 x 9 x 3 cm; 18 7/8 x 3 1/2 x 1 1/8 pulgadas</p>,,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5103,Spoon,,,Culinary equipment,,,<p>The wooden spoon has a large round bowl. It has a relatively short straight handle. There is a narrow trapezoid at the end of the handle. It is dark brown. Late 1800s-1996.&nbsp;32.5 x 10.5 x 2.5 cm; 12 3/4 x 4 1/8 x 1 in</p>,,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5103,naabaja kujuekuru,,,Objetos culinarios,,,"<p>kaa jekuru te janujuine naabaja kaje, mükünaanaja siria sharuturaeriin, laanu tütüin barüe janaaja neinte nelate, jabeekua rei kuütüri jarauti küanekiin, melaekiin</p>",,,naabaja,,,Madera;Tallado;Objetos culinarios;naabaja,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5103,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco grande y redondo. Tiene un mango recto relativamente corto. Hay un trapezoide estrecho al final del mango. Es marrón oscuro. Finales de 1800-1996; 32,5 x 10,5 x 2,5 cm; 12 3/4 x 4 1/8 x 1 pulgadas.</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5104,Spoon,,,Culinary equipment,,,<p>The wood spoon has a round bowl and a triangle at the end of the handle. It is dark brown. Late 1800s-1996.&nbsp;36 x 6 x 2.5 cm; 14 1/8 x 2 3/8 x 1 in</p>,,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5104,ubale lakünaanaja jekuru,,,Objetos culinarios,,,"<p>kaa jekuru te janujuine akii enüa kaje, mükünaanaja siria karatiin, reraeku lakünaaja neinte nelate, tuchaekua rei kuütüri, melaeki künekiin</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5104,Cuchara,,,Objetos culinarios,,,"<p>La cuchara de madera tiene un cuenco redondo y un triángulo al final del mango. Es marrón oscuro. Finales de 1800-1996; 36 x 6 x 2,5 cm; 14 1/8 x 2 3/8 x 1 pulgadas.</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5105,Spoon,,,Culinary equipment,,,"<p>The large wooden spoon has a round, shallow bowl and a straight handle. It is dark brown. Late 1800s-1996.&nbsp;47 x 11 x 3 cm; 18 1/2 x 4 5/16 x 1 1/8 in</p>",,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5105,barüe tütünaanaja jekuru,,,Objetos culinarios,,,"<p>kaa jekuru te janujuine naabaja kaje, mükünaanaja siria karatiin, laanu tütüin barüe janaaja neinte nelate, tuchaekueria rei kuütüri jarauti küanekiin, melaekiin</p>",,,akii enüa,,,Madera;Tallado;Objetos culinarios;akii enüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5105,Cuchara,,,Objetos culinarios,,,<p>La cuchara grande de madera tiene un recipiente redondo y poco profundo y un mango recto. Es marrón oscuro. Finales 1800-1996;47 x 11 x 3 cm; 18 1/2 x 4 5/16 x 1 1/8 pulgadas</p>,,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5106,Pan Pipes,,,Musical instrument,,,"<p>This is a set of 13 pipes of graduated sizes, held together at the top with a length of plant fiber woven over a stabilizing piece of wood on each side. It is a light natural color. Late 1800s-1996.&nbsp;14.5 x 12 x 1.5 cm; 5 11/16 x 4 3/4 x 9/16 in</p>",,,Reed;plant fiber;wood,,,Reed;Plant fiber;Wood;Musical instruments,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5106,"aünu makaaki, chufana",,,Instrumentos musicales,,,"<p>kaa aunu makaaki te lechuunka nichatajain arariin muluusiin ke janujuine, arai laüriin tunii, tasiujuain kaje kuaüneein anchijii ke tiain, arariin tatüriin te küani chüjüüsiin inuri ke ichujuain janujuine.</p>",,,arariin,,,Caña;Fibra de planta;Madera;Instrumentos musicales;arariin,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5106,Flauta de palos de bambú,,,Instrumentos musicales,,,"<p>Este es un conjunto de 13 pipas de tamaños graduados, unidas en la parte superior con un trozo de fibra vegetal tejida sobre una pieza de madera estabilizadora en cada lado. Es un color natural claro. finales de 1800-1996;14,5 x 12 x 1,5 cm; 5 11/16 x 4 3/4 x 9/16 pulgadas</p>",,,Caña;fibra de planta;madera,,,Caña;Fibra de planta;Madera;Instrumentos musicales,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5107,turuunfu,,,Recreational artifacts,,,"<p>jiaane nüjüa kaje te janujuine kaa turuunju, jabeekain retütüinte jaüre, inuri nebalürüka naja nekete kuütüriteein jaüre, makuike kürabu enauain rautujein nejunua kuina. Kanaaniürü nekuatijianaja nekete nelated ke inuri balüünejein jenunuin</p>",,,jiaane nüjüa,,,Madera;Metal;Artefactos recreativos;jiaane nüjüa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
